Name,first,affiliation,occupation,epithet,status,age,bounty,residence,dfname,last_bounty,latest_age,main_crew
Hyogoro,Chapter 926; Episode 919[1],,Prisoner (former);[1] Yakuza Boss (former);[2] Samurai,"""Hyogoro of the Flower"" (花のヒョウ五郎, Hana no Hyōgorō?, VIZ: ""Hyogoro the Flower"")[2]",Alive,70[5],,"Flower Capital (former);[3] Udon, Wano Country[1]",,,70,
Akudai Kanzaburo,Chapter 926; Episode 918[1],,Arms dealer[2],,Alive,,,Wano Country (Flower Capital),,,,
Waruno Furishiro,Chapter 926; Episode 918[1],,,,Alive,,,Wano Country (Flower Capital),,,,
Kuni,Chapter 927; Episode 919[1],Kyoshiro Family[1],,,Alive,,,Wano Country,,,,Kyoshiro Family 
Kurozumi Orochi,Chapter 927; Episode 921[1],Wano Country (Kurozumi Family);[2][3]Beasts Pirates (former)[2],Shogun of Wano Country (former)[4],,Deceased,,,Wano Country (Flower Capital),"Hebi Hebi no Mi, Model: Yamata no Orochi",,,Wano Country  
Kaku,Chapter 927; Episode 919[1],Kyoshiro Family[1],,,Alive,,,,,,,Kyoshiro Family 
Suke,Chapter 927; Episode 919[1],Kyoshiro Family[1],,,Alive,,,Wano Country,,,,Kyoshiro Family 
Toko,Chapter 927; Episode 920[1],"Kozuki Hiyori, Shimotsuki Family",Kamuro[1],,Alive,6[2],,,,,6,"Kozuki Hiyori, Shimotsuki Family"
Takao,Chapter 927; Episode 921[1],Komurasaki[2],Kamuro[2],,Alive,,,Wano Country (Flower Capital),,,,Komurasaki 
Sandayu,Chapter 928; Episode 921[1],Komurasaki[1],Bodyguard[1],,Alive,,,Wano Country (Flower Capital)[1],,,,Komurasaki 
Bingo,Chapter 928; Episode 921[3],,Priest (former); Cooper (former)[1]; Graverobber (former)[2],,Alive,,,Wano Country[3] (Ebisu Town)[4],,,,
Bungo,Chapter 928; Episode 921[1],,Arsonist;[2] Graverobber (former)[3],,Alive,,,Wano Country (Ebisu Town)[2],,,,
Bongo,Chapter 928; Episode 921[1],,Lumber Dealer (former)[2]; Graverobber (former)[3],,Alive,,,Wano Country (Ebisu Town)[4],,,,
Page One,Chapter 929; Episode 923[1],Beasts Pirates (Tobiroppo)[1],Shinuchi[1],,Alive,20[3],"290,000,000[2]",Wano Country[1],"Ryu Ryu no Mi, Model: Spinosaurus",290000000.0,20,Beasts Pirates   
Maha,Chapter 929; Episode 922[1],CP0[1],Cipher Pol Agent[1],,Unknown,,,,,,,CP0 
Hanji,Chapter 929; Episode 922[1],,Pawn Shop Owner[1],,Alive,,,Wano Country (Flower Capital)[1],,,,
Kumagoro,Chapter 929; Episode 922[1],,,,Alive,,,Wano Country (Flower Capital),,,,
Kobe,Chapter 929; Episode 922[1],,Landlord[1],,Alive,,,Wano Country (Flower Capital),,,,
Kisegawa,Chapter 929; Episode 922[1],,Geisha[1],,Alive,,,Wano Country (Flower Capital),,,,
Tokijiro,Chapter 929; Episode 922[1],,,,Alive,,,Wano Country (Flower Capital),,,,
Rakuda,Chapter 929; Episode 922[1],,,,Alive,,,Wano Country (Flower Capital),,,,
Shimotsuki Yasuie,Chapter 929;[1] Episode 916,,Taikomochi;[1] Daimyo (former)[2],"""Yasu the Hedgehog"" (ハリネズミの康, Harinezumi no Yasu?)[2]",Deceased,,,Ebisu Town;[1]Hakumai (former),,,,
Koito,Chapter 930; Episode 923[1],,,,Alive,,,Wano Country (Ebisu Town)[1],,,,
Asashichi,Chapter 930; Episode 924[1],,Soba Shop Owner[1],,Alive,,,Wano Country (Flower Capital)[1],,,,
Fukurokuju,Chapter 931; Episode 925[1],Kurozumi Family; Beasts Pirates (former);[2] Orochi Oniwabanshu (former);[1] Kozuki Family (former)[3],Ninja; Captain of the Orochi Oniwabanshu (former)[1],,Unknown,61[4],,"Flower Capital, Wano Country[1]",,,61,Kurozumi Family
Daikoku,Chapter 931; Episode 925[1],Beasts Pirates;[2] Orochi Oniwabanshu; Kurozumi Family[1],Ninja;[1] Pirate,,Alive,42[3],,"Flower Capital, Wano Country",,,42,Beasts Pirates
Hanzo,Chapter 931; Episode 925[1],"Beasts Pirates;[2] Orochi Oniwabanshu (former);[1] Kozuki Family Oniwabanshu (anime only, former)[3]",Ninja; Pirate[1],,Alive,42[4],,"Flower Capital, Wano Country",,,42,Beasts Pirates
Fujin,Chapter 931; Episode 925[1],Beasts Pirates;[2] Orochi Oniwabanshu (former); Kurozumi Family (former)[1],Ninja;[1] Pirate,,Alive,45[3],,"Flower Capital, Wano Country",,,45,Beasts Pirates
Raijin,Chapter 931; Episode 925[1],Beasts Pirates;[2] Orochi Oniwabanshu (former); Kurozumi Family (former)[1],Ninja;[1] Pirate,,Alive,45[3],,"Flower Capital, Wano Country",,,45,Beasts Pirates
Chome,Chapter 931; Episode 925[2],Beasts Pirates;[3] Orochi Oniwabanshu (former); Kurozumi Family (former)[2],Ninja;[2] Pirate,,Alive,14[4],,"Flower Capital, Wano Country",,,14,Beasts Pirates
Jigoku Benten,Chapter 931; Episode 925[2],Beasts Pirates;[3] Orochi Oniwabanshu (former); Kurozumi Family (former)[2],Ninja;[2] Pirate,,Alive,21[4],,"Flower Capital, Wano Country",,,21,Beasts Pirates
Bishamon,Chapter 931; Episode 925[2],Beasts Pirates;[3] Orochi Oniwabanshu (former); Kurozumi Family (former)[2],Ninja;[2] Pirate,,Alive,28[4],,"Flower Capital, Wano Country",,,28,Beasts Pirates
Yazaemon,Chapter 931; Episode 925[2],Beasts Pirates;[3] Orochi Oniwabanshu (former)[2],Ninja;[2] Pirate,,Alive,24[4],,"Flower Capital, Wano Country",,,24,Beasts Pirates
Kazekage,Chapter 931; Episode 925[1],Beasts Pirates;[2] Orochi Oniwabanshu (former)[1],Ninja;[1] Pirate,,Alive,43[3],,"Flower Capital, Wano Country",,,43,Beasts Pirates
Sarutobi,Chapter 931; Episode 925[2],Beasts Pirates;[3] Orochi Oniwabanshu (former),Ninja;[2] Pirate,,Alive,45[4],,"Flower Capital, Wano Country",,,45,Beasts Pirates
Inukai,Chapter 932; Episode 926[1],,Official[2],,Alive,,,Wano Country,,,,
Sugamichi and Warazane,Chapter 931; Episode 925[1],Fujin and Raijin[1],,,Alive,,,Wano Country (Flower Capital)[1],,,,Fujin and Raijin 
Tsurue Monnosuke,Chapter 933; Episode 928[1],,Machi-bugyō[2],,Alive,,,Wano Country (Flower Capital),,,,
Alpacaman,Chapter 934; Episode 929[1],Beasts Pirates[1],Gifter[1],,Alive,,,,,,,Beasts Pirates 
Daifugo,Chapter 934; Episode 928[1],Beasts Pirates;[1] Tama[2],Shinuchi; Vice Warden of the Prisoner Mine[3],,Alive,,,,,,,Beasts Pirates
Babanuki,Chapter 934; Episode 930[1],Beasts Pirates[1]; Tama[2],Shinuchi; Warden of the Prisoner Mine[3],,Alive,,,,,,,Beasts Pirates 
Solitaire,Chapter 935; Episode 930[1],Beasts Pirates[1],Shinuchi; Vice Warden of the Prisoner Mine[1],,Alive,,,,,,,Beasts Pirates 
Onimaru,Chapter 936; Episode 932[1],Shimotsuki Family (Shimotsuki Ushimaru); Kozuki Family (Kawamatsu)[3],Warrior Monk; Highway Robber;[2] Pet (former)[3],"""Gyukimaru on Oihagi Bridge"" (おいはぎ橋の牛鬼丸, Oihagi-bashi no Gyūkimaru?, Viz: ""Gyukimaru on Bandit's Bridge"")[5]",Alive,69[4],,Wano Country (Ringo),"Hito Hito no Mi, Model: Onyudo",,69,Shimotsuki Family  
Madilloman,Chapter 939; Episode 935[1],Beasts Pirates[1],Gifter[1],,Alive,,,,,,,Beasts Pirates 
Dachoman,Chapter 940; Episode 937[1],Beasts Pirates[1],Gifter[1],,Alive,,,,,,,Beasts Pirates 
Omasa,Chapter 952; Episode 946[1],,Yakuza boss; Prisoner (former)[2]; Samurai,"""Blood Letter Omasa"" (血文字の大マサ, Chimoji no Ōmasa?, VIZ: ""Blood-Writing Ohmasa"")[1]",Alive,,,,,,,
Tsunagoro,Chapter 947; Episode 946[1],,Yakuza boss; Prisoner (former)[2]; Samurai,"""Broken Hat Tsunagoro"" (破れ笠綱ゴロー, Yabure-gasa Tsunagorō?, VIZ: ""Split-Hat Tsunagoro"")[1]",Alive,,,,,,,
Cho,Chapter 952; Episode 946[1],,Yakuza Boss; Prisoner (former)[2]; Samurai,"""Moonflower O-Cho"" (夕顔のお蝶, Yūgao no O-Chō?, VIZ: ""Ocho the Bottle Gourd"")[1]",Alive,,,,,,,
Yatappe,Chapter 952; Episode 946[1],,Yakuza boss; Prisoner (former)[2]; Samurai,"""Snake-Eyes Yatappe"" (蛇の目の弥太っぺ, Janome no Yatappe?)[1]",Alive,,,,,,,
Genrin,Chapter 940; Episode 937[1],,,,Alive,,,"Ebisu Town, Wano Country[1]",,,,
Noriko,Chapter 940; Episode 937[1],,,,Alive,,,"Ebisu Town, Wano Country[1]",,,,
Douglas Bullet,One Piece: Stampede[1]; My Plans Never Fail!! (cover)[2],Roger Pirates (former)[4],PirateSoldier (former)[3],"""Demon Heir"" (“鬼”の跡目, “Oni” no Atome?)[4]",Alive,45[3],Unknown,Galzburg (former);[3] Impel Down (former)[5],Gasha Gasha no Mi,,45,Roger Pirates   
Tetsu,Chapter 948; Episode 947[1],Ninja-Pirate-Mink-Samurai Alliance[2],Prisoner (former)[1],,Alive,Over 41[3],,Flower Capital (Wano Country) (former)[3],,,41,Ninja-Pirate-Mink-Samurai Alliance 
Jo,Chapter 948; Episode 947[1],Ninja-Pirate-Mink-Samurai Alliance[2],Prisoner (former)[1],,Alive,,,,,,,Ninja-Pirate-Mink-Samurai Alliance 
Hanji,Chapter 949;[1] Episode 947[2],Ninja-Pirate-Mink-Samurai Alliance[3],Prisoner (former)[2],,Alive,,,,,,,Ninja-Pirate-Mink-Samurai Alliance 
Hotei,Chapter 951; Episode 951[1],Beasts Pirates; Kurozumi Family (former)[2],Samurai; Pirate; Captain of the Mimawarigumi (former)[1][2],,Alive,,,,,,,Beasts Pirates
Jizo,Chapter 951; Episode 951[1],Beasts Pirates;[2] Kurozumi Family (Mimawarigumi)[1] (former),Samurai;[1] Pirate[2],,Alive,,,,,,,Beasts Pirates
Shimotsuki Ushimaru,Chapter 953; Episode 954[1],,Daimyo of Ringo[1]; Samurai,,Deceased,,,Wano Country (Ringo)[1],,,,
Inbi,Chapter 954; Episode 955[1],Beasts Pirates (Numbers)[2],,,Alive,,,,,,,Beasts Pirates   
Jaki,Chapter 954; Episode 955[1],Beasts Pirates (Numbers),,,Alive,,,,,,,Beasts Pirates  
Goki,Chapter 954; Episode 955[1],Beasts Pirates (Numbers),,,Alive,,,,,,,Beasts Pirates  
Shinosuke,Chapter 955; Episode 956[1],Kozuki Family,Ninja,,Alive,,,Wano Country,,,,Kozuki Family
Ramen,Chapter 823; Episode 777[1],Happo Navy,King[2],,Alive,,,Kano Country,,,,Happo Navy
Rocks D. Xebec,Chapter 957; Episode 958[1],Rocks Pirates[1],Pirate Captain[1],,Deceased,,Unknown[2],,,,,Rocks Pirates 
Seagull Guns Nozdon,Chapter 0; Episode 0[2],Roger Pirates (former)[2],Pirate[2],,Unknown,,,,,,,Roger Pirates   
Sunbell,Chapter 0; Episode 0[1],Roger Pirates,Pirate,,Unknown,,,,,,,Roger Pirates
Doringo,Chapter 0; Episode 0[1],Roger Pirates,Pirate,,Unknown,,,,,,,Roger Pirates
Kozuki Sukiyaki,Chapter 911; Episode 894[1],Kozuki Family[3],Swordsmith;[2] Shogun (former)[3],,Alive,81[4],,"Wano Country (Amigasa Village, formerly Flower Capital)",,,81,Kozuki Family 
Banzaburo,Chapter 960; Episode 960[1],Kozuki Family,Retainer of the Kozuki Family; Food taster,,Deceased,,,Wano Country,,,,Kozuki Family
Katsuzo,Chapter 960; Episode 960[1],,,,Deceased,,,,,,,
Shiki,Chapter 0; Chapter 530 (mentioned); Episode 425;[1] Movie 10[2],Golden Lion Pirates; Rocks Pirates (former);[3] Impel Down (former),Pirate Captain/Admiral; Prisoner of the Great Prison (former)[1],"""Shiki the Golden Lion"" (金獅子のシキ, Kinjishi no Shiki?);[1]""The Flying Pirate"" (空飛ぶ海賊, Soratobu Kaizoku?)[1]",Unknown,,,Merveille,Fuwa Fuwa no Mi,,,Golden Lion Pirates
Mountain God,Chapter 960; Episode 960[1],Kozuki Family[2],,,Unknown,,,Wano Country,,,,Kozuki Family 
Hitsugisukan,Chapter 963;[1] Episode 968[2],Mokomo Dukedom[1],Ruler of Mokomo Dukedom (Former)[2],,Unknown,,,Zou[1],,,,Mokomo Dukedom 
Kurozumi Higurashi,Chapter 965; Episode 965[1],Wano Country (Kurozumi Family)[1],,,Deceased,,,Wano Country (Flower Capital),Mane Mane no Mi,,,Wano Country   
Kurozumi Semimaru,Chapter 965; Episode 965[1],Wano Country (Kurozumi Family)[1],Biwa hōshi,,Deceased,,,Wano Country (Flower Capital),Bari Bari no Mi,,,Wano Country   
Taro,Chapter 0; Episode 0[1],Roger Pirates,Pirate,,Unknown,,,,,,,Roger Pirates
Petermoo,Chapter 966[1]; Episode 959[2],Roger Pirates,Pirate,,Unknown,,,,,,,Roger Pirates
Ganryu,Chapter 966[1]; Episode 968[2],Roger Pirates,Pirate,,Unknown,,,,,,,Roger Pirates
Millet Pine,Chapter 966[1]; Episode 959[2],Roger Pirates[1],Pirate[1],,Unknown,,,,,,,Roger Pirates 
Mr. Momora,Chapter 966; Episode 966[1],Roger Pirates,Pirate,,Unknown,,,,,,,Roger Pirates
Donquino,Chapter 966[1]; Episode 959[2],Roger Pirates,Pirate,,Unknown,,,,,,,Roger Pirates
CB Gallant,Chapter 966[1]; Episode 959[2],Roger Pirates,Pirate,,Unknown,,,,,,,Roger Pirates
Yui,Chapter 966; Episode 966[1],Roger Pirates[1],Pirate[1],,Unknown,,,,,,,Roger Pirates 
Rangram,Chapter 966[1],Roger Pirates,Pirate,,Unknown,,,,,,,Roger Pirates
Spencer,Chapter 966[1]; Episode 959[2],Roger Pirates,Pirate,,Unknown,,,,,,,Roger Pirates
Mugren,Chapter 966; Episode 966[1],Roger Pirates,Pirate,,Unknown,,,,,,,Roger Pirates
MAX Marx,Chapter 966; Episode 967[1],Roger Pirates[1],Pirate,,Unknown,,,,,,,Roger Pirates 
Moon Isaac Jr.,Chapter 966[1]; Episode 969,Roger Pirates,Pirate,,Unknown,,,,,,,Roger Pirates
Bankuro,Chapter 967[1]; Episode 959[2],Roger Pirates[1],Pirate[1],,Unknown,,,,,,,Roger Pirates 
Prince Grus,Chapter 966 (cover)[1],Marines[1] (SWORD)[2],Rear Admiral,,Alive,,,,Gunyo Gunyo no Mi,,,Marines    
Kujaku,Chapter 966 (cover)[1],Marines[1] (SWORD)[2],Rear Admiral,,Alive,,,,Muchi Muchi no Mi,,,Marines    
Blumarine,Chapter 967[1]; Episode 959[2],Roger Pirates,Pirate,,Unknown,,,,,,,Roger Pirates
Erio,Chapter 967[1]; Episode 959[2],Roger Pirates,Pirate,,Unknown,,,,,,,Roger Pirates
Rowing,Chapter 967[1]; Episode 959[2],Roger Pirates,Pirate,,Unknown,,,,,,,Roger Pirates
Jacksonbanner,Chapter 967; Episode 968[1],Roger Pirates,Pirate,,Unknown,,,,,,,Roger Pirates
Hana,Chapter 971; Episode 973[1],,,,Unknown,,,"Flower Capital, Wano Country[1]",,,,
Yamato,Chapter 971; Episode 972[1][2],Ninja-Pirate-Mink-Samurai Alliance (disbanded); Beasts Pirates (defected),,"""Oni Princess"" (鬼姫, Onihime?, VIZ: ""Ogre Princess"")[5]",Alive,28[3][6],,Wano Country (Onigashima)[3],"Inu Inu no Mi, Model: Okuchi no Makami",,28,Ninja-Pirate-Mink-Samurai Alliance  
Ulti,Chapter 977; Episode 982[1],Beasts Pirates (Tobiroppo),Shinuchi,,Alive,22[3],"400,000,000[2]",,"Ryu Ryu no Mi, Model: Pachycephalosaurus",400000000.0,22,Beasts Pirates  
Who's-Who,Chapter 977;[1] Episode 954 (silhouette);[2] Episode 982 (actual)[1],Beasts Pirates (Tobiroppo); Who's-Who Pirates (former);[3] CP9 (former);[4],Shinuchi; Pirate; Captain  (former);[5] Prisoner (former); Cipher Pol Agent (former)[4],"""Who of the Droplets"" (飛沫のフー, Shibuki no Fū?)[3]",Alive,38[7],"546,000,000[3]",Onigashima[6],"Neko Neko no Mi, Model: Saber Tiger",546000000.0,38,Beasts Pirates  
Black Maria,Chapter 977; Episode 982[1],Beasts Pirates (Tobiroppo),Shinuchi; Brothel owner[2],,Alive,29[4],"480,000,000[3]",Onigashima[2],"Kumo Kumo no Mi, Model: Rosamygale Grauvogeli",480000000.0,29,Beasts Pirates  
Sasaki,Chapter 977;[1] Episode 954 (silhouette);[2] Episode 982 (actual)[1],Beasts Pirates (Tobiroppo); Sasaki Pirates (former)[3],Shinuchi; Pirate; Captain (former)[4],"""Overflowing Sasaki"" (盛っ切りのササキ, Mokkiri no Sasaki?)[3]",Alive,34[5],"472,000,000[3]",,"Ryu Ryu no Mi, Model: Triceratops",472000000.0,34,Beasts Pirates  
Juki,Chapter 977; Episode 982[1],Beasts Pirates (Numbers),,,Alive,,,,,,,Beasts Pirates  
Mizerka,Chapter 978; Episode 982[1],,Shinuchi,,Alive,,,,,,,
Gorishiro,Chapter 978; Episode 982[1],Beasts Pirates[1],,,Alive,,,,,,,Beasts Pirates 
Bao Huang,Chapter 979; Episode 985[1],Beasts Pirates[1],Shinuchi; Mary; Scheduler[1],,Alive,,,,,,,Beasts Pirates 
Tenjo-Sagari,"Chapter 980, Episode 986[1]",Beasts Pirates[1],Gifter,,Alive,,,,,,,Beasts Pirates 
Hatcha,Chapter 981; Episode 987[1],Beasts Pirates (Numbers),,,Alive,188[2],,,,,188,Beasts Pirates  
Nangi,Chapter 988; Episode 997[1],Beasts Pirates (Numbers),,,Alive,,,Onigashima,,,,Beasts Pirates  
Fuga,Chapter 991;[1] Episode 1055[2],Beasts Pirates (Numbers)[1],,,Alive,,,,,,,Beasts Pirates   
Zanki,Chapter 991;[1] Episode 1055[2],Beasts Pirates (Numbers)[2],,,Alive,,,,,,,Beasts Pirates   
Briscola,Chapter 993;[1] Episode 982[2],Beasts Pirates[1],Shinuchi[1],,Alive,,,,,,,Beasts Pirates 
Fourtricks,Chapter 994;[1] Episode 982[2],Beasts Pirates,Shinuchi,,Alive,,,,,,,Beasts Pirates
Hamlet,Chapter 994;[1] Episode 982[2],Beasts Pirates,Shinuchi,,Alive,,,,,,,Beasts Pirates
Poker,Chapter 997;[1] Episode 982[2],"Beasts Pirates,[1] Tama[3]",Shinuchi,,Alive,,,,,,,"Beasts Pirates,  Tama "
Nure-Onna,Chapter 998; Episode 1013[1],Beasts Pirates[1],Gifter,,Alive,,,,,,,Beasts Pirates 
Kurozumi Tama,Chapter 911; Episode 893[1],Kurozumi Family[2],Kunoichi in training; Kasa weaver,,Alive,8[3],,"Amigasa Village, Kuri, Wano Country[1]",Kibi Kibi no Mi[4],,8,Kurozumi Family 
Caimanlady,Chapter 1004; Episode 1020[1],Beasts Pirates[1],Gifter; Mary,,Alive,,,,,,,Beasts Pirates 
Wanyudo,Chapter 1005; Episode 1021[1],Beasts Pirates[1],Gifter,,Alive,,,,,,,Beasts Pirates 
Hera,Chapter 1011; Episode 1028[1],Big Mom Pirates,,,Unknown,,,,,,,Big Mom Pirates
Nika,Chapter 1018 (silhouette); Episode 1040 (silhouette)[1],,,"""Sun God Nika"" (太陽の神ニカ, Taiyō no Kami Nika?)[2]""Warrior of Liberation"" (解放の戦士, Kaihō no Senshi?)[3]",Unknown,,,,,,,
Kunyun,Chapter 1020; Episode 1042[1],Beasts Pirates (Numbers),,,Alive,,,,,,,Beasts Pirates  
Shimotsuki Ryuma,Monsters (Wanted!); Chapter 448; Episode 342[1],Thriller Bark Pirates; Wano Country (prior to death); Shimotsuki Family,General Zombie; Samurai (prior to death),"Legendary Samurai (伝説の侍, Densetsu no Samurai?);Sword God (刀神様, Tōjin-sama?);[2][3]Ryuma de King (リューマ・ド・キング, Ryūma do Kingu?)[4]",Deceased,,,Wano Country (prior to death); Thriller Bark (Post-Mortem),,,,Thriller Bark Pirates
Gig,Chapter 1024;[1] Episode 1067[2],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Dive,Chapter 1024;,Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Fugetsu Omusubi,Chapter 1024; Episode 1048[1],,Samurai; Daimyo of Kibi[2],,Deceased,,,,,,,
Uzuki Tempura,Chapter 1024; Episode 1048[1],,Samurai; Daimyo of Udon[2],,Deceased,,,,,,,
UK,Chapter 1029; Episode 1054[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Pomp,Chapter 1029; Episode 1054[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Bubblegum,Chapter 1029; Episode 1054[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Kazenbo,Chapter 1030; Episode 1055[1],Kurozumi Family,,,Deceased,,,,,,,Kurozumi Family
Some,Chapter 1031; Episode 1057[1],,Geisha[1],,Alive,,,,,,,
Shimotsuki Kozaburo,Chapter 1033; Episode 1060[1],,Swordsmith[2],,Deceased,,,,,,,
Shimotsuki Koushirou,Chapter 5; Episode 19,Shimotsuki Family[1],Dojo Master[2],,Alive,40 (debut)49 (present day debut)51 (after timeskip)[3],,,,,51,Shimotsuki Family 
Shimotsuki Kuina,Chapter 5; Episode 2[1],Shimotsuki Family[2],Trainee Swordsman[1],,Deceased,,,Shimotsuki Village,,,,Shimotsuki Family 
Chuji,Chapter 1034; Episode 1061 [1],,,,Alive,,,,,,,
Rokki,Chapter 1036; Episode 1063[1],Beasts Pirates (Numbers),,,Alive,,,,,,,Beasts Pirates  
Reck,Chapter 1038; Episode 1065[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
House,Chapter 1038;[1] Episode 1067[2],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Mosh,Chapter 1038; Episode 1065[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Boogie,Chapter 1038; Episode 1065[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Hip,Chapter 1038; Episode 1065[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Quincy,Chapter 1039; Episode 1066[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Jaguar,Chapter 1039;[1] Episode 1067[2],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Papas,Chapter 1039; Episode 1066[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Misery,Chapter 1039; Episode 1066[1],Big Mom Pirates,,,Unknown,,,,,,,Big Mom Pirates
Moai,Chapter 1040[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Hop,Chapter 1040,Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Disc J,Chapter 1040,Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Compo,Chapter 1040; Episode 1066[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Azuki,Chapter 940; Episode 936[1],,,,Alive,,,"Ebisu Town, Wano Country[1]",,,,
Han,Chapter 940; Episode 937,,,,Alive,,,"Ebisu Town, Wano Country[1]",,,,
Sennorikyuru,Chapter 1053[1],,Master of Tea Ceremonies; Cook[1],,Alive,,,Wano Country (Flower Capital)[1],,,,
Adio Suerte,One Piece Odyssey;[1] Chapter 1053 (cover)[2],,Adventurer[3],"Master of the Gun (拳銃の達人, Kenjū no Tatsujin?)[4]",Unknown,45[5],"2,009,430,000[1]",Waford,Kote Kote no Mi,2009430000.0,45,
Lim,One Piece Odyssey[1]; Chapter 1053 (cover)[2],,Sky Priestess,,Alive,214,,Waford[4],,,214,
Tensei,Chapter 1054[1],Marines[1],Director of Marine Criminal Investigative Service[1],,Alive,,,,,,,Marines 
Uta,Chapter 1055 (flashback);[1] One Piece Film: Red;[2] Episode 1029[3],Red Hair Pirates (former),Singer;[2] Musician (former);[4] Pirate (former)[4],,Unknown,21[4],,Elegia (former),Uta Uta no Mi,,21,Red Hair Pirates  
S-Snake,Chapter 1059[1],Seraphim (Pacifista)[1],,,Alive,,,Egghead[1],Mero Mero no Mi (Artificial),,,Seraphim   
S-Hawk,Chapter 1059[1],Seraphim (Pacifista)[1],,,Alive,,,Egghead[1],Supa Supa no Mi (Artifical),,,Seraphim   
Doll,Chapter 1061[1],Marines; G-14[1],Vice Admiral[1],,Alive,,,,,,,Marines
Lilith,Chapter 1061[1],Marines (SSG),,,Alive,,,Egghead,,,,Marines  
Hibari,Chapter 1061[1],Marines; SWORD[1],Commander,,Alive,,,,,,,Marines
Mecha-Shark,Chapter 1061[1],Vegapunk[1],,,Unknown,,,Egghead[1],,,,Vegapunk 
Shaka,Chapter 1062[1],Marines (SSG),,,Deceased,,,Egghead,,,,Marines  
Atlas,Chapter 1062[1],Marines (SSG),,,Alive,,,Egghead,,,,Marines  
S-Bear,Chapter 1062[1],Seraphim (Pacifista)[1],,,Alive,,,Egghead[1],Nikyu Nikyu no Mi (Artifical),,,Seraphim   
Edison,Chapter 1065[1],Marines (SSG),,,Alive,,,Egghead,,,,Marines  
Pythagoras,Chapter 1065[1],Marines (SSG),,,Deceased,,,Egghead,,,,Marines  
York,Chapter 1065[1],Marines (SSG),,,Alive,,,Egghead,,,,Marines  
S-Shark,Chapter 1065[1],Seraphim (Pacifista)[1],,,Alive,,,Egghead[1],Sui Sui no Mi (Artificial),,,Seraphim   
Joshu,Chapter 1065[1],Edison[1],Assistant[2],,Alive,,,Egghead[1],,,,Edison 
Emma,Chapter 1071[1],Kid Pirates[2],Pirate[2],,Unknown,,,,,,,Kid Pirates 
Buckingham Stussy,Chapter 802; Episode 752[1],Rocks Pirates (former);[2] MADS (former)[3],"Pirate (former)[4]; Scientist (former, self proclaimed)",,Alive,76[5],,,,,76,Rocks Pirates  
