Chapter,Character,Appearance,Appearance Notes,Arc
993.0,Risky Brothers (cover),Risky Brothers ,cover,Wano Country
993.0,X Drake,X Drake,,Wano Country
993.0,Kozuki Oden (flashback),Kozuki Oden ,flashback,Wano Country
993.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
993.0,Kurozumi Higurashi (flashback),Kurozumi Higurashi ,flashback,Wano Country
993.0,Kin'emon,Kin'emon,,Wano Country
993.0,Denjiro,Denjiro,,Wano Country
993.0,Kikunojo,Kikunojo,,Wano Country
993.0,Raizo,Raizo,,Wano Country
993.0,Ashura Doji,Ashura Doji,,Wano Country
993.0,Kawamatsu,Kawamatsu,,Wano Country
993.0,Shinobu,Shinobu,,Wano Country
993.0,Minatomo,Minatomo,,Wano Country
993.0,Kumagoro,Kumagoro,,Wano Country
993.0,Kobe,Kobe,,Wano Country
993.0,Kisegawa,Kisegawa,,Wano Country
993.0,Tokijiro,Tokijiro,,Wano Country
993.0,Rakuda,Rakuda,,Wano Country
993.0,Inuarashi,Inuarashi,,Wano Country
993.0,Pound (cover),Pound ,cover,Wano Country
994.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
994.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
994.0,Sanji,Sanji,,Wano Country
994.0,Tony Tony Chopper,Tony Tony Chopper,,Wano Country
994.0,Nico Robin,Nico Robin,,Wano Country
994.0,Brook,Brook,,Wano Country
994.0,Jinbe,Jinbe,,Wano Country
994.0,Yamato,Yamato,,Wano Country
994.0,Capone Bege (cover),Capone Bege ,cover,Wano Country
994.0,Izo,Izo,,Wano Country
994.0,Kaido,Kaido,,Wano Country
994.0,Queen,Queen,,Wano Country
994.0,Sasaki,Sasaki,,Wano Country
994.0,Fourtricks,Fourtricks,,Wano Country
994.0,Hamlet,Hamlet,,Wano Country
994.0,Scratchmen Apoo,Scratchmen Apoo,,Wano Country
994.0,Inuarashi,Inuarashi,,Wano Country
994.0,Nekomamushi,Nekomamushi,,Wano Country
994.0,Shishilian,Shishilian,,Wano Country
994.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
994.0,Kin'emon,Kin'emon,,Wano Country
994.0,Denjiro,Denjiro,,Wano Country
994.0,Kikunojo,Kikunojo,,Wano Country
994.0,Raizo,Raizo,,Wano Country
994.0,Ashura Doji,Ashura Doji,,Wano Country
994.0,Kawamatsu,Kawamatsu,,Wano Country
994.0,Hotei,Hotei,,Wano Country
994.0,Daikoku,Daikoku,,Wano Country
994.0,Hanzo,Hanzo,,Wano Country
994.0,Jigoku Benten,Jigoku Benten,,Wano Country
994.0,Shinobu,Shinobu,,Wano Country
994.0,Hyogoro,Hyogoro,,Wano Country
994.0,Omasa,Omasa,,Wano Country
995.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
995.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
995.0,Nami,Nami,,Wano Country
995.0,Usopp,Usopp,,Wano Country
995.0,Sanji,Sanji,,Wano Country
995.0,Tony Tony Chopper,Tony Tony Chopper,,Wano Country
995.0,Nico Robin,Nico Robin,,Wano Country
995.0,Brook,Brook,,Wano Country
995.0,Jinbe,Jinbe,,Wano Country
995.0,Marco,Marco,,Wano Country
995.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
995.0,Charlotte Perospero,Charlotte Perospero,,Wano Country
995.0,Zeus,Zeus,,Wano Country
995.0,Prometheus,Prometheus,,Wano Country
995.0,Napoleon,Napoleon,,Wano Country
995.0,Queen,Queen,,Wano Country
995.0,Page One,Page One,,Wano Country
995.0,Ulti,Ulti,,Wano Country
995.0,Scratchmen Apoo,Scratchmen Apoo,,Wano Country
995.0,X Drake,X Drake,,Wano Country
995.0,Pedro (flashback),Pedro ,flashback,Wano Country
995.0,Wanda,Wanda,,Wano Country
995.0,Carrot,Carrot,,Wano Country
995.0,Tama,Tama,,Wano Country
995.0,Komachiyo,Komachiyo,,Wano Country
995.0,Risky Brothers (cover),Risky Brothers ,cover,Wano Country
996.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
996.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
996.0,Nami,Nami,,Wano Country
996.0,Usopp,Usopp,,Wano Country
996.0,Sanji,Sanji,,Wano Country
996.0,Tony Tony Chopper,Tony Tony Chopper,,Wano Country
996.0,Nico Robin,Nico Robin,,Wano Country
996.0,Franky,Franky,,Wano Country
996.0,Brook,Brook,,Wano Country
996.0,Jinbe,Jinbe,,Wano Country
996.0,Eustass Kid,Eustass Kid,,Wano Country
996.0,Killer,Killer,,Wano Country
996.0,Trafalgar D. Water Law,Trafalgar D. Water Law,,Wano Country
996.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
996.0,Zeus,Zeus,,Wano Country
996.0,Prometheus,Prometheus,,Wano Country
996.0,Napoleon,Napoleon,,Wano Country
996.0,Kaido,Kaido,,Wano Country
996.0,Page One,Page One,,Wano Country
996.0,Ulti,Ulti,,Wano Country
996.0,Sasaki,Sasaki,,Wano Country
996.0,Hatcha,Hatcha,,Wano Country
996.0,Scratchmen Apoo,Scratchmen Apoo,,Wano Country
996.0,Yamato,Yamato,,Wano Country
996.0,Marshall D. Teach (cover),Marshall D. Teach ,cover,Wano Country
996.0,X Drake,X Drake,,Wano Country
996.0,Donquixote Rosinante (flashback),Donquixote Rosinante ,flashback,Wano Country
996.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
996.0,Kin'emon,Kin'emon,,Wano Country
996.0,Raizo,Raizo,,Wano Country
996.0,Denjiro,Denjiro,,Wano Country
996.0,Kawamatsu,Kawamatsu,,Wano Country
996.0,Shinobu,Shinobu,,Wano Country
996.0,Tama,Tama,,Wano Country
996.0,Komachiyo,Komachiyo,,Wano Country
996.0,Hihimaru,Hihimaru,,Wano Country
997.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
997.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
997.0,Nami,Nami,,Wano Country
997.0,Sanji,Sanji,,Wano Country
997.0,Tony Tony Chopper,Tony Tony Chopper,,Wano Country
997.0,Nico Robin,Nico Robin,,Wano Country
997.0,Brook,Brook,,Wano Country
997.0,Jinbe,Jinbe,,Wano Country
997.0,Jean Bart,Jean Bart,,Wano Country
997.0,Ikkaku,Ikkaku,,Wano Country
997.0,Uni,Uni,,Wano Country
997.0,Eustass Kid,Eustass Kid,,Wano Country
997.0,Marco,Marco,,Wano Country
997.0,Kaido,Kaido,,Wano Country
997.0,King,King,,Wano Country
997.0,Queen,Queen,,Wano Country
997.0,Black Maria,Black Maria,,Wano Country
997.0,Mizerka,Mizerka,,Wano Country
997.0,Gorishiro,Gorishiro,,Wano Country
997.0,Poker,Poker,,Wano Country
997.0,Sarahebi,Sarahebi,,Wano Country
997.0,Scratchmen Apoo,Scratchmen Apoo,,Wano Country
997.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
997.0,Napoleon,Napoleon,,Wano Country
997.0,Zeus,Zeus,,Wano Country
997.0,Prometheus,Prometheus,,Wano Country
997.0,Yamato,Yamato,,Wano Country
997.0,X Drake,X Drake,,Wano Country
997.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
997.0,Shinobu,Shinobu,,Wano Country
997.0,Hyogoro,Hyogoro,,Wano Country
997.0,Omasa,Omasa,,Wano Country
997.0,Tama,Tama,,Wano Country
997.0,Komachiyo,Komachiyo,,Wano Country
998.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
998.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
998.0,Sanji,Sanji,,Wano Country
998.0,Tony Tony Chopper,Tony Tony Chopper,,Wano Country
998.0,Nico Robin,Nico Robin,,Wano Country
998.0,Franky,Franky,,Wano Country
998.0,Brook,Brook,,Wano Country
998.0,Jinbe,Jinbe,,Wano Country
998.0,Marco,Marco,,Wano Country
998.0,Portgas D. Ace (flashback; silhouette),Portgas D. Ace ,flashback; silhouette,Wano Country
998.0,Queen,Queen,,Wano Country
998.0,Page One,Page One,,Wano Country
998.0,Ulti,Ulti,,Wano Country
998.0,Who's-Who,Who's-Who,,Wano Country
998.0,Black Maria,Black Maria,,Wano Country
998.0,Sasaki,Sasaki,,Wano Country
998.0,Sarahebi,Sarahebi,,Wano Country
998.0,Scratchmen Apoo,Scratchmen Apoo,,Wano Country
998.0,Yamato,Yamato,,Wano Country
998.0,X Drake,X Drake,,Wano Country
998.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
998.0,Shinobu,Shinobu,,Wano Country
998.0,Hyogoro,Hyogoro,,Wano Country
998.0,Omasa,Omasa,,Wano Country
998.0,Tsunagoro,Tsunagoro,,Wano Country
998.0,Cho,Cho,,Wano Country
998.0,Yatappe,Yatappe,,Wano Country
998.0,Hihimaru,Hihimaru,,Wano Country
998.0,Miyagi,Miyagi,,Wano Country
998.0,Tristan,Tristan,,Wano Country
998.0,Enel (cover),Enel ,cover,Wano Country
999.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
999.0,Nami,Nami,,Wano Country
999.0,Usopp (cover),Usopp ,cover,Wano Country
999.0,Sanji (cover),Sanji ,cover,Wano Country
999.0,Tony Tony Chopper (cover),Tony Tony Chopper ,cover,Wano Country
999.0,Nico Robin,Nico Robin,,Wano Country
999.0,Franky (cover),Franky ,cover,Wano Country
999.0,Brook,Brook,,Wano Country
999.0,Yamato,Yamato,,Wano Country
999.0,Edward Newgate (flashback),Edward Newgate ,flashback,Wano Country
999.0,Marco,Marco,,Wano Country
999.0,Portgas D. Ace (flashback),Portgas D. Ace ,flashback,Wano Country
999.0,Jozu (flashback),Jozu ,flashback,Wano Country
999.0,Rakuyo (flashback),Rakuyo ,flashback,Wano Country
999.0,Izo (flashback),Izo ,flashback,Wano Country
999.0,Marshall D. Teach (flashback),Marshall D. Teach ,flashback,Wano Country
999.0,Skull (flashback),Skull ,flashback,Wano Country
999.0,Mihar (flashback),Mihar ,flashback,Wano Country
999.0,Kotatsu (flashback),Kotatsu ,flashback,Wano Country
999.0,Aggie 68 (flashback),Aggie 68 ,flashback,Wano Country
999.0,Ganryu (flashback),Ganryu ,flashback,Wano Country
999.0,Cornelia (flashback),Cornelia ,flashback,Wano Country
999.0,Leonero (flashback),Leonero ,flashback,Wano Country
999.0,Hublot (flashback),Hublot ,flashback,Wano Country
999.0,Kaido,Kaido,,Wano Country
999.0,King,King,,Wano Country
999.0,Queen,Queen,,Wano Country
999.0,Babanuki (flashback),Babanuki ,flashback,Wano Country
999.0,Poker (flashback),Poker ,flashback,Wano Country
999.0,Briscola (flashback),Briscola ,flashback,Wano Country
999.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
999.0,Napoleon,Napoleon,,Wano Country
999.0,Zeus,Zeus,,Wano Country
999.0,Prometheus,Prometheus,,Wano Country
999.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
999.0,Shinobu,Shinobu,,Wano Country
999.0,Tama,Tama,,Wano Country
999.0,Komachiyo,Komachiyo,,Wano Country
1000.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
1000.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
1000.0,Nami (cover),Nami ,cover,Wano Country
1000.0,Usopp (flashback),Usopp ,flashback,Wano Country
1000.0,Tony Tony Chopper (flashback),Tony Tony Chopper ,flashback,Wano Country
1000.0,Brook (flashback; cover),Brook ,flashback; cover,Wano Country
1000.0,Jinbe (cover),Jinbe ,cover,Wano Country
1000.0,Trafalgar D. Water Law,Trafalgar D. Water Law,,Wano Country
1000.0,Eustass Kid,Eustass Kid,,Wano Country
1000.0,Killer,Killer,,Wano Country
1000.0,Yamato,Yamato,,Wano Country
1000.0,Kaido,Kaido,,Wano Country
1000.0,King,King,,Wano Country
1000.0,Queen,Queen,,Wano Country
1000.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
1000.0,Napoleon,Napoleon,,Wano Country
1000.0,Zeus,Zeus,,Wano Country
1000.0,Prometheus,Prometheus,,Wano Country
1000.0,Marco,Marco,,Wano Country
1000.0,Izo,Izo,,Wano Country
1000.0,Portgas D. Ace (flashback),Portgas D. Ace ,flashback,Wano Country
1000.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
1000.0,Kin'emon,Kin'emon,,Wano Country
1000.0,Denjiro,Denjiro,,Wano Country
1000.0,Kikunojo,Kikunojo,,Wano Country
1000.0,Raizo,Raizo,,Wano Country
1000.0,Ashura Doji,Ashura Doji,,Wano Country
1000.0,Kawamatsu,Kawamatsu,,Wano Country
1000.0,Shinobu,Shinobu,,Wano Country
1000.0,Shimotsuki Yasuie (flashback),Shimotsuki Yasuie ,flashback,Wano Country
1000.0,Hyogoro (flashback),Hyogoro ,flashback,Wano Country
1000.0,Kurozumi Kanjuro (flashback),Kurozumi Kanjuro ,flashback,Wano Country
1000.0,Inuarashi,Inuarashi,,Wano Country
1000.0,Nekomamushi,Nekomamushi,,Wano Country
1000.0,Shishilian,Shishilian,,Wano Country
1000.0,Concelot,Concelot,,Wano Country
1000.0,Giovanni,Giovanni,,Wano Country
1001.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
1001.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
1001.0,Jinbe (cover),Jinbe ,cover,Wano Country
1001.0,Trafalgar D. Water Law,Trafalgar D. Water Law,,Wano Country
1001.0,Eustass Kid,Eustass Kid,,Wano Country
1001.0,Killer,Killer,,Wano Country
1001.0,Kaido,Kaido,,Wano Country
1001.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
1001.0,Napoleon,Napoleon,,Wano Country
1001.0,Zeus,Zeus,,Wano Country
1001.0,Prometheus,Prometheus,,Wano Country
1001.0,Rocks D. Xebec (fantasy),Rocks D. Xebec ,fantasy,Wano Country
1001.0,Gol D. Roger (fantasy),Gol D. Roger ,fantasy,Wano Country
1001.0,Edward Newgate (fantasy),Edward Newgate ,fantasy,Wano Country
1001.0,Shanks (fantasy),Shanks ,fantasy,Wano Country
1001.0,Kozuki Oden (fantasy),Kozuki Oden ,fantasy,Wano Country
1001.0,Kin'emon (flashback),Kin'emon ,flashback,Wano Country
1002.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
1002.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
1002.0,Trafalgar D. Water Law,Trafalgar D. Water Law,,Wano Country
1002.0,Eustass Kid,Eustass Kid,,Wano Country
1002.0,Killer,Killer,,Wano Country
1002.0,Kaido,Kaido,,Wano Country
1002.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
1002.0,Napoleon,Napoleon,,Wano Country
1002.0,Zeus,Zeus,,Wano Country
1002.0,Prometheus,Prometheus,,Wano Country
1002.0,Rob Lucci (cover),Rob Lucci ,cover,Wano Country
1002.0,Hattori (cover),Hattori ,cover,Wano Country
1003.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
1003.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
1003.0,Nami,Nami,,Wano Country
1003.0,Usopp,Usopp,,Wano Country
1003.0,Sanji,Sanji,,Wano Country
1003.0,Franky,Franky,,Wano Country
1003.0,Jinbe,Jinbe,,Wano Country
1003.0,Trafalgar D. Water Law,Trafalgar D. Water Law,,Wano Country
1003.0,Bepo,Bepo,,Wano Country
1003.0,Shachi,Shachi,,Wano Country
1003.0,Penguin,Penguin,,Wano Country
1003.0,Yamato,Yamato,,Wano Country
1003.0,Kaido,Kaido,,Wano Country
1003.0,Sasaki,Sasaki,,Wano Country
1003.0,Ulti,Ulti,,Wano Country
1003.0,Hanzo,Hanzo,,Wano Country
1003.0,Chome,Chome,,Wano Country
1003.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
1003.0,Napoleon,Napoleon,,Wano Country
1003.0,Zeus,Zeus,,Wano Country
1003.0,Eustass Kid,Eustass Kid,,Wano Country
1003.0,Killer,Killer,,Wano Country
1003.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
1003.0,Shinobu,Shinobu,,Wano Country
1003.0,Tama,Tama,,Wano Country
1003.0,Kurozumi Orochi (corpse),Kurozumi Orochi ,corpse,Wano Country
1003.0,Vinsmoke Reiju (cover),Vinsmoke Reiju ,cover,Wano Country
1003.0,Third Sasori (cover),Third Sasori ,cover,Wano Country
1004.0,Nami,Nami,,Wano Country
1004.0,Usopp,Usopp,,Wano Country
1004.0,Sanji,Sanji,,Wano Country
1004.0,Tony Tony Chopper (cover),Tony Tony Chopper ,cover,Wano Country
1004.0,Franky,Franky,,Wano Country
1004.0,King,King,,Wano Country
1004.0,Page One,Page One,,Wano Country
1004.0,Ulti,Ulti,,Wano Country
1004.0,Black Maria,Black Maria,,Wano Country
1004.0,Sasaki,Sasaki,,Wano Country
1004.0,Speed,Speed,,Wano Country
1004.0,Daifugo,Daifugo,,Wano Country
1004.0,Bao Huang,Bao Huang,,Wano Country
1004.0,Briscola,Briscola,,Wano Country
1004.0,Poker,Poker,,Wano Country
1004.0,Mizerka,Mizerka,,Wano Country
1004.0,Gazelleman,Gazelleman,,Wano Country
1004.0,Sarahebi,Sarahebi,,Wano Country
1004.0,Caimanlady,Caimanlady,,Wano Country
1004.0,Kin'emon,Kin'emon,,Wano Country
1004.0,Denjiro,Denjiro,,Wano Country
1004.0,Raizo,Raizo,,Wano Country
1004.0,Kikunojo,Kikunojo,,Wano Country
1004.0,Ashura Doji,Ashura Doji,,Wano Country
1004.0,Kawamatsu,Kawamatsu,,Wano Country
1004.0,Tama,Tama,,Wano Country
1004.0,Komachiyo,Komachiyo,,Wano Country
1004.0,Inuarashi,Inuarashi,,Wano Country
1004.0,Nekomamushi,Nekomamushi,,Wano Country
1005.0,Nami,Nami,,Wano Country
1005.0,Usopp,Usopp,,Wano Country
1005.0,Sanji,Sanji,,Wano Country
1005.0,Tony Tony Chopper,Tony Tony Chopper,,Wano Country
1005.0,Nico Robin,Nico Robin,,Wano Country
1005.0,Franky,Franky,,Wano Country
1005.0,Brook,Brook,,Wano Country
1005.0,Jinbe,Jinbe,,Wano Country
1005.0,Bepo,Bepo,,Wano Country
1005.0,Penguin,Penguin,,Wano Country
1005.0,Heat,Heat,,Wano Country
1005.0,Wire,Wire,,Wano Country
1005.0,Yamato,Yamato,,Wano Country
1005.0,King,King,,Wano Country
1005.0,Jack,Jack,,Wano Country
1005.0,Who's-Who,Who's-Who,,Wano Country
1005.0,Black Maria,Black Maria,,Wano Country
1005.0,Sasaki,Sasaki,,Wano Country
1005.0,Bao Huang,Bao Huang,,Wano Country
1005.0,Sarahebi,Sarahebi,,Wano Country
1005.0,Caimanlady,Caimanlady,,Wano Country
1005.0,Scratchmen Apoo,Scratchmen Apoo,,Wano Country
1005.0,Marco,Marco,,Wano Country
1005.0,Charlotte Katakuri (cover),Charlotte Katakuri ,cover,Wano Country
1005.0,X Drake,X Drake,,Wano Country
1005.0,Kozuki  Momonosuke,Kozuki  Momonosuke,,Wano Country
1005.0,Raizo (fantasy),Raizo ,fantasy,Wano Country
1005.0,Shinobu,Shinobu,,Wano Country
1005.0,Hyogoro,Hyogoro,,Wano Country
1005.0,Komachiyo,Komachiyo,,Wano Country
1005.0,Inuarashi (fantasy),Inuarashi ,fantasy,Wano Country
1005.0,Nekomamushi (fantasy),Nekomamushi ,fantasy,Wano Country
1005.0,Miyagi,Miyagi,,Wano Country
1006.0,Monkey D. Luffy (flashback),Monkey D. Luffy ,flashback,Wano Country
1006.0,Sanji,Sanji,,Wano Country
1006.0,Tony Tony Chopper,Tony Tony Chopper,,Wano Country
1006.0,Marco,Marco,,Wano Country
1006.0,Charlotte Perospero,Charlotte Perospero,,Wano Country
1006.0,Yamato,Yamato,,Wano Country
1006.0,Kaido (cover),Kaido ,cover,Wano Country
1006.0,King,King,,Wano Country
1006.0,Queen,Queen,,Wano Country
1006.0,Jack (cover),Jack ,cover,Wano Country
1006.0,Page One (cover),Page One ,cover,Wano Country
1006.0,Ulti (cover),Ulti ,cover,Wano Country
1006.0,Who's-Who (cover),Who's-Who ,cover,Wano Country
1006.0,Black Maria (cover),Black Maria ,cover,Wano Country
1006.0,Sasaki (cover),Sasaki ,cover,Wano Country
1006.0,Bao Huang,Bao Huang,,Wano Country
1006.0,Hotei,Hotei,,Wano Country
1006.0,Daikoku,Daikoku,,Wano Country
1006.0,Hanzo,Hanzo,,Wano Country
1006.0,Chome,Chome,,Wano Country
1006.0,Jigoku Benten,Jigoku Benten,,Wano Country
1006.0,Bishamon,Bishamon,,Wano Country
1006.0,Kazekage,Kazekage,,Wano Country
1006.0,Scratchmen Apoo,Scratchmen Apoo,,Wano Country
1006.0,X Drake,X Drake,,Wano Country
1006.0,Kozuki  Momonosuke,Kozuki  Momonosuke,,Wano Country
1006.0,Shinobu,Shinobu,,Wano Country
1006.0,Hyogoro,Hyogoro,,Wano Country
1006.0,Omasa,Omasa,,Wano Country
1006.0,Tsunagoro,Tsunagoro,,Wano Country
1006.0,Cho,Cho,,Wano Country
1006.0,Yatappe,Yatappe,,Wano Country
1006.0,Pedro (flashback),Pedro ,flashback,Wano Country
1006.0,Wanda,Wanda,,Wano Country
1006.0,Carrot,Carrot,,Wano Country
1006.0,Miyagi,Miyagi,,Wano Country
1006.0,Tristan,Tristan,,Wano Country
1007.0,Tony Tony Chopper,Tony Tony Chopper,,Wano Country
1007.0,Queen,Queen,,Wano Country
1007.0,Hotei,Hotei,,Wano Country
1007.0,Daikoku,Daikoku,,Wano Country
1007.0,Kazekage,Kazekage,,Wano Country
1007.0,Scratchmen Apoo,Scratchmen Apoo,,Wano Country
1007.0,Marco,Marco,,Wano Country
1007.0,Izo,Izo,,Wano Country
1007.0,Yamato,Yamato,,Wano Country
1007.0,X Drake,X Drake,,Wano Country
1007.0,Kozuki Oden,Kozuki Oden,,Wano Country
1007.0,Kozuki  Momonosuke,Kozuki  Momonosuke,,Wano Country
1007.0,Kin'emon,Kin'emon,,Wano Country
1007.0,Denjiro,Denjiro,,Wano Country
1007.0,Kikunojo,Kikunojo,,Wano Country
1007.0,Raizo,Raizo,,Wano Country
1007.0,Ashura Doji,Ashura Doji,,Wano Country
1007.0,Kawamatsu,Kawamatsu,,Wano Country
1007.0,Shinobu,Shinobu,,Wano Country
1007.0,Hyogoro,Hyogoro,,Wano Country
1007.0,Omasa,Omasa,,Wano Country
1007.0,Tsunagoro,Tsunagoro,,Wano Country
1007.0,Cho,Cho,,Wano Country
1007.0,Yatappe,Yatappe,,Wano Country
1007.0,Inuarashi,Inuarashi,,Wano Country
1007.0,Nekomamushi,Nekomamushi,,Wano Country
1007.0,Miyagi,Miyagi,,Wano Country
1007.0,Tristan,Tristan,,Wano Country
1007.0,Caesar Clown (cover),Caesar Clown ,cover,Wano Country
1008.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
1008.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
1008.0,Nico Robin (cover),Nico Robin ,cover,Wano Country
1008.0,Trafalgar D. Water Law,Trafalgar D. Water Law,,Wano Country
1008.0,Eustass Kid,Eustass Kid,,Wano Country
1008.0,Killer,Killer,,Wano Country
1008.0,Izo,Izo,,Wano Country
1008.0,Kaido,Kaido,,Wano Country
1008.0,Jack,Jack,,Wano Country
1008.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
1008.0,Napoleon,Napoleon,,Wano Country
1008.0,Zeus,Zeus,,Wano Country
1008.0,Prometheus,Prometheus,,Wano Country
1008.0,Yamato,Yamato,,Wano Country
1008.0,Kozuki Oden (image),Kozuki Oden ,image,Wano Country
1008.0,Kozuki Toki (flashback),Kozuki Toki ,flashback,Wano Country
1008.0,Kozuki  Momonosuke,Kozuki  Momonosuke,,Wano Country
1008.0,Kin'emon,Kin'emon,,Wano Country
1008.0,Denjiro,Denjiro,,Wano Country
1008.0,Kikunojo,Kikunojo,,Wano Country
1008.0,Raizo,Raizo,,Wano Country
1008.0,Ashura Doji,Ashura Doji,,Wano Country
1008.0,Kawamatsu,Kawamatsu,,Wano Country
1008.0,Shinobu,Shinobu,,Wano Country
1008.0,Kurozumi Orochi,Kurozumi Orochi,,Wano Country
1008.0,Kurozumi Kanjuro,Kurozumi Kanjuro,,Wano Country
1008.0,Fukurokuju,Fukurokuju,,Wano Country
1008.0,Inuarashi,Inuarashi,,Wano Country
1008.0,Nekomamushi,Nekomamushi,,Wano Country
1009.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
1009.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
1009.0,Nami (cover),Nami ,cover,Wano Country
1009.0,Usopp (cover),Usopp ,cover,Wano Country
1009.0,Sanji (cover),Sanji ,cover,Wano Country
1009.0,Tony Tony Chopper (cover),Tony Tony Chopper ,cover,Wano Country
1009.0,Nico Robin (cover),Nico Robin ,cover,Wano Country
1009.0,Franky (cover),Franky ,cover,Wano Country
1009.0,Brook (cover),Brook ,cover,Wano Country
1009.0,Jinbe (cover),Jinbe ,cover,Wano Country
1009.0,Izo,Izo,,Wano Country
1009.0,Trafalgar D. Water Law,Trafalgar D. Water Law,,Wano Country
1009.0,Eustass Kid,Eustass Kid,,Wano Country
1009.0,Killer,Killer,,Wano Country
1009.0,Kaido,Kaido,,Wano Country
1009.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
1009.0,Napoleon,Napoleon,,Wano Country
1009.0,Zeus,Zeus,,Wano Country
1009.0,Prometheus,Prometheus,,Wano Country
1009.0,Kin'emon,Kin'emon,,Wano Country
1009.0,Denjiro,Denjiro,,Wano Country
1009.0,Kikunojo,Kikunojo,,Wano Country
1009.0,Raizo,Raizo,,Wano Country
1009.0,Kawamatsu,Kawamatsu,,Wano Country
1009.0,Kurozumi Orochi,Kurozumi Orochi,,Wano Country
1009.0,Fukurokuju,Fukurokuju,,Wano Country
1009.0,Tama (cover),Tama ,cover,Wano Country
1009.0,Komachiyo (cover),Komachiyo ,cover,Wano Country
1009.0,Bunbuku (cover),Bunbuku ,cover,Wano Country
1009.0,Nekomamushi,Nekomamushi,,Wano Country
1010.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
1010.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
1010.0,Trafalgar D. Water Law,Trafalgar D. Water Law,,Wano Country
1010.0,Eustass Kid,Eustass Kid,,Wano Country
1010.0,Killer,Killer,,Wano Country
1010.0,Kaido,Kaido,,Wano Country
1010.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
1010.0,Charlotte Pudding (cover),Charlotte Pudding ,cover,Wano Country
1010.0,Napoleon,Napoleon,,Wano Country
1010.0,Zeus,Zeus,,Wano Country
1010.0,Prometheus,Prometheus,,Wano Country
1010.0,Nitro (cover),Nitro ,cover,Wano Country
1010.0,Rabiyan (cover),Rabiyan ,cover,Wano Country
